HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.video_url_1,Input.video_url_2,Input.video_url_3,Input.video_url_4,Input.video_url_5,Answer.tag3,Answer.vid1tag1,Answer.vid1tag2,Answer.vid1tag3,Answer.vid2tag1,Answer.vid2tag2,Answer.vid2tag3,Answer.vid3tag1,Answer.vid3tag2,Answer.vid3tag3,Answer.vid4tag1,Answer.vid4tag2,Answer.vid4tag3,Answer.vid5tag1,Answer.vid5tag2,Answer.vid5tag3,Approve,Reject
3FCO4VKOZ4BGX6Z4I8PLII1C3T67EP,34A9VSEXPEYBBWH75Y3DEAY3I3QJ97,Video Advertisement Climax Annotation (WARNING: This HIT may contain adult content. Worker discretion is advised.),"Annotate when the climax in a video ad occurs, using the format MM:SS.","video, advertisement, climax, intense moment",$0.25 ,Sun Apr 15 08:37:23 PDT 2018,4,BatchId:3195171;OriginalHitTemplateId:920937340;,1800,172800,Wed Apr 18 08:37:23 PDT 2018,,,35DR22AR5EI9O7MR13HPIA6OIB33X2,A31I77PYK7A1I8,Approved,Tue Apr 17 16:39:35 PDT 2018,Tue Apr 17 16:47:40 PDT 2018,Thu Apr 19 16:47:40 PDT 2018,2018-04-19 23:47:48 UTC,,,485,80% (4/5),80% (4/5),80% (4/5),https://www.youtube.com/watch?v=JzaYcTPLWbE,https://www.youtube.com/watch?v=v8DWf-rSHn0,https://www.youtube.com/watch?v=B1Vcbm-XWtg,https://www.youtube.com/watch?v=8EuTbKjanvQ,https://www.youtube.com/watch?v=DV6X7POhdoo,no,3,Must Strike Back Mobile strike,0:26,2,Be a pepper Dr Pepper,0:00,2,Can I be in your commercial? We are doing it.,0:00,1,The video was not available,0:00,1,The video was not available,0:00,,
3FCO4VKOZ4BGX6Z4I8PLII1C3T67EP,34A9VSEXPEYBBWH75Y3DEAY3I3QJ97,Video Advertisement Climax Annotation (WARNING: This HIT may contain adult content. Worker discretion is advised.),"Annotate when the climax in a video ad occurs, using the format MM:SS.","video, advertisement, climax, intense moment",$0.25 ,Sun Apr 15 08:37:23 PDT 2018,4,BatchId:3195171;OriginalHitTemplateId:920937340;,1800,172800,Wed Apr 18 08:37:23 PDT 2018,,,3SNLUL3WO5LYN7IL24A2UP11N87LUL,A1BCQU4CUONYIX,Approved,Sun Apr 15 23:05:14 PDT 2018,Sun Apr 15 23:17:00 PDT 2018,Tue Apr 17 23:17:00 PDT 2018,2018-04-18 06:17:48 UTC,,,706,100% (928/932),100% (15/15),100% (15/15),https://www.youtube.com/watch?v=JzaYcTPLWbE,https://www.youtube.com/watch?v=v8DWf-rSHn0,https://www.youtube.com/watch?v=B1Vcbm-XWtg,https://www.youtube.com/watch?v=8EuTbKjanvQ,https://www.youtube.com/watch?v=DV6X7POhdoo,no,3,the good guy get the phone,0:27,3,all the people dance together,0:55,2,two animated character sitting on the couch,n/a,1,N/A,N/A,1,n/a,n/a,,
3FCO4VKOZ4BGX6Z4I8PLII1C3T67EP,34A9VSEXPEYBBWH75Y3DEAY3I3QJ97,Video Advertisement Climax Annotation (WARNING: This HIT may contain adult content. Worker discretion is advised.),"Annotate when the climax in a video ad occurs, using the format MM:SS.","video, advertisement, climax, intense moment",$0.25 ,Sun Apr 15 08:37:23 PDT 2018,4,BatchId:3195171;OriginalHitTemplateId:920937340;,1800,172800,Wed Apr 18 08:37:23 PDT 2018,,,3XIQGXAUMD6RPQNE3FKFVRI4M6CX79,A3VH56JRTE3KYQ,Approved,Sun Apr 15 21:21:20 PDT 2018,Sun Apr 15 21:34:22 PDT 2018,Tue Apr 17 21:34:22 PDT 2018,2018-04-18 04:34:48 UTC,,,782,100% (1/1),100% (1/1),100% (1/1),https://www.youtube.com/watch?v=JzaYcTPLWbE,https://www.youtube.com/watch?v=v8DWf-rSHn0,https://www.youtube.com/watch?v=B1Vcbm-XWtg,https://www.youtube.com/watch?v=8EuTbKjanvQ,https://www.youtube.com/watch?v=DV6X7POhdoo,No comments,3,The man reached for his phone so that he could counterattack in a game,0:26,2,A man in and a crowd sing about Doctor Pepper,There is no Climax,3,Brain and Stewie argue over the pronunciation of Wheat Thins and Peter asks to be in the commercial,0:22,1,The video was not available,The video was not available,1,The video was not available,The video was not available,,
3A9LA2FRWSCMWVWXQM1PXKBDX2CXHP,34A9VSEXPEYBBWH75Y3DEAY3I3QJ97,Video Advertisement Climax Annotation (WARNING: This HIT may contain adult content. Worker discretion is advised.),"Annotate when the climax in a video ad occurs, using the format MM:SS.","video, advertisement, climax, intense moment",$0.25 ,Sun Apr 15 08:37:22 PDT 2018,5,BatchId:3195171;OriginalHitTemplateId:920937340;,1800,172800,Thu Apr 26 06:44:43 PDT 2018,,,37FMASSAYDPH1719HAWUXJHLITVIBX,AXE0P7KYOCPR7,Approved,Wed Apr 18 16:27:09 PDT 2018,Wed Apr 18 16:34:21 PDT 2018,Fri Apr 20 16:34:21 PDT 2018,2018-04-20 23:34:48 UTC,,,432,100% (45/45),100% (31/31),100% (31/31),https://www.youtube.com/watch?v=K44k9GTx6nc,https://www.youtube.com/watch?v=Zpk2uauRdA8,https://www.youtube.com/watch?v=1t1dgE25wEU,https://www.youtube.com/watch?v=TeUcij3L9No,https://www.youtube.com/watch?v=cDkZqT9IvYE,No,1,N/A,N/A,3,"Gomez dances alone as her double leaves, and then runs off-screen when she realizes she's alone",1:10,1,N/A,N/A,3,Gellar says that she likes the blemish pen because it's easy to spot in her purse,0:16,3,The narrator repeats that the show is hilarious and on broadway as a graphic of a sad man on a ladder appears,0:05,,
3A9LA2FRWSCMWVWXQM1PXKBDX2CXHP,34A9VSEXPEYBBWH75Y3DEAY3I3QJ97,Video Advertisement Climax Annotation (WARNING: This HIT may contain adult content. Worker discretion is advised.),"Annotate when the climax in a video ad occurs, using the format MM:SS.","video, advertisement, climax, intense moment",$0.25 ,Sun Apr 15 08:37:22 PDT 2018,5,BatchId:3195171;OriginalHitTemplateId:920937340;,1800,172800,Thu Apr 26 06:44:43 PDT 2018,,,3BWI6RSP7H7IJQWX8AUN72XX60UE7A,AF8KEA2127EAN,Approved,Sun Apr 15 20:21:55 PDT 2018,Sun Apr 15 20:24:38 PDT 2018,Tue Apr 17 20:24:38 PDT 2018,2018-04-18 03:24:48 UTC,,,163,100% (1/1),100% (1/1),100% (1/1),https://www.youtube.com/watch?v=K44k9GTx6nc,https://www.youtube.com/watch?v=Zpk2uauRdA8,https://www.youtube.com/watch?v=1t1dgE25wEU,https://www.youtube.com/watch?v=TeUcij3L9No,https://www.youtube.com/watch?v=cDkZqT9IvYE,"idgaf if you reject this i just wanna tell you to eff off this is too many videos to watch and then SUM UP for 25 lousy cents. stop being stingy controlling jerks, i hope your project fails and your career ends in disgrace.",1,no no no no no,no no no no no,1,no no no no no,no no no no no,1,no no no no no,no no no no no,1,no no no no no,no no no no no,1,no no no no no,no no no no no,,
3538U0YQ1FSQ21YDB761NJAWASZF3A,34A9VSEXPEYBBWH75Y3DEAY3I3QJ97,Video Advertisement Climax Annotation (WARNING: This HIT may contain adult content. Worker discretion is advised.),"Annotate when the climax in a video ad occurs, using the format MM:SS.","video, advertisement, climax, intense moment",$0.25 ,Sun Apr 15 08:37:25 PDT 2018,4,BatchId:3195171;OriginalHitTemplateId:920937340;,1800,172800,Thu Apr 26 06:45:23 PDT 2018,,,3300DTYQT3FSP81C493T7TESCXUQE7,A9V6FR3NG4YSL,Approved,Tue Apr 17 13:31:37 PDT 2018,Tue Apr 17 13:40:29 PDT 2018,Thu Apr 19 13:40:29 PDT 2018,2018-04-19 20:40:48 UTC,,,532,75% (6/8),75% (6/8),75% (6/8),https://www.youtube.com/watch?v=K5fn087Jk4I,https://www.youtube.com/watch?v=7-OnEe-dauE,https://www.youtube.com/watch?v=LMCGADFNDiQ,https://www.youtube.com/watch?v=tpD4ZPamt68,https://www.youtube.com/watch?v=sqxPcurgxUA,No,1,N/A,N/A,2,The pretzel whispers to the guy next to him.,N/A,3,The Power Puff Girls fly to the mayor's office,0:21,3,The poster put up words of encouragement and offered helped if anyone needed it.,0:52,1,N/A,N/A,,
3538U0YQ1FSQ21YDB761NJAWASZF3A,34A9VSEXPEYBBWH75Y3DEAY3I3QJ97,Video Advertisement Climax Annotation (WARNING: This HIT may contain adult content. Worker discretion is advised.),"Annotate when the climax in a video ad occurs, using the format MM:SS.","video, advertisement, climax, intense moment",$0.25 ,Sun Apr 15 08:37:25 PDT 2018,4,BatchId:3195171;OriginalHitTemplateId:920937340;,1800,172800,Thu Apr 26 06:45:23 PDT 2018,,,3H0W84IWBL0S19GCHOSTCJOX7CRREP,A2X2CN7XX6C96N,Approved,Sun Apr 15 20:59:20 PDT 2018,Sun Apr 15 21:04:53 PDT 2018,Tue Apr 17 21:04:53 PDT 2018,2018-04-18 04:05:48 UTC,,,333,100% (1/1),100% (1/1),100% (1/1),https://www.youtube.com/watch?v=K5fn087Jk4I,https://www.youtube.com/watch?v=7-OnEe-dauE,https://www.youtube.com/watch?v=LMCGADFNDiQ,https://www.youtube.com/watch?v=tpD4ZPamt68,https://www.youtube.com/watch?v=sqxPcurgxUA,no,1,N/A,N/A,3,The pretzel talks about the guy staring at him.,0:16,3,A straw sucks up the words Got Chocolate Milk?,0:15,3,"The words ""I'm Here If You Need Me"" appear.",0:15,1,N/A,N/A,,
3538U0YQ1FSQ21YDB761NJAWASZF3A,34A9VSEXPEYBBWH75Y3DEAY3I3QJ97,Video Advertisement Climax Annotation (WARNING: This HIT may contain adult content. Worker discretion is advised.),"Annotate when the climax in a video ad occurs, using the format MM:SS.","video, advertisement, climax, intense moment",$0.25 ,Sun Apr 15 08:37:25 PDT 2018,4,BatchId:3195171;OriginalHitTemplateId:920937340;,1800,172800,Thu Apr 26 06:45:23 PDT 2018,,,3U088ZLJVLRYIFI48B3KETUA5QLW00,AXE0P7KYOCPR7,Approved,Sun Apr 15 17:52:00 PDT 2018,Sun Apr 15 17:57:13 PDT 2018,Tue Apr 17 17:57:13 PDT 2018,2018-04-18 00:57:48 UTC,,,313,100% (45/45),100% (31/31),100% (31/31),https://www.youtube.com/watch?v=K5fn087Jk4I,https://www.youtube.com/watch?v=7-OnEe-dauE,https://www.youtube.com/watch?v=LMCGADFNDiQ,https://www.youtube.com/watch?v=tpD4ZPamt68,https://www.youtube.com/watch?v=sqxPcurgxUA,No.,1,N/A,N/A,3,The man stares creepily at the M&M and pretzel,0:16,3,The mayor asks for help mixing his chocolate milk,0:19,3,The girl writes that she's there for anyone who needs her,0:15,1,N/A,N/A,,
3JVP4ZJHDPQEV016TSU3OIPHN870IR,34A9VSEXPEYBBWH75Y3DEAY3I3QJ97,Video Advertisement Climax Annotation (WARNING: This HIT may contain adult content. Worker discretion is advised.),"Annotate when the climax in a video ad occurs, using the format MM:SS.","video, advertisement, climax, intense moment",$0.25 ,Sun Apr 15 08:37:25 PDT 2018,4,BatchId:3195171;OriginalHitTemplateId:920937340;,1800,172800,Thu Apr 26 06:45:21 PDT 2018,,,3LJ7UR74RIBPU9RRZBZZUD7WTPTN4A,A27C4HFS0EZHW8,Approved,Sun Apr 15 16:06:24 PDT 2018,Sun Apr 15 16:14:11 PDT 2018,Tue Apr 17 16:14:11 PDT 2018,2018-04-17 23:14:48 UTC,,,467,100% (2/2),100% (2/2),100% (2/2),https://www.youtube.com/watch?v=KHx0_NFuGb4,https://www.youtube.com/watch?v=RsCoPb43TUk,https://www.youtube.com/watch?v=brvGSr_BfQw,https://www.youtube.com/watch?v=taW_SQIEeLk,https://www.youtube.com/watch?v=rCwn1NTK-50,None,3,It shows the Emirates logo with a rugby shot advertising Rugby cup 2015,0:29,2,"Shows budlight bottle cap with the voiceover saying ""Make it budlight""",0:00,2,Chris Abele stops in mid sentence,0:00,1,Not available,NA,3,Shows the game with website address: retrojunk.com,0:06,,
3126F2F5F8153C34EUJ2I4SX3NCEP3,34A9VSEXPEYBBWH75Y3DEAY3I3QJ97,Video Advertisement Climax Annotation (WARNING: This HIT may contain adult content. Worker discretion is advised.),"Annotate when the climax in a video ad occurs, using the format MM:SS.","video, advertisement, climax, intense moment",$0.25 ,Sun Apr 15 08:37:18 PDT 2018,6,BatchId:3195171;OriginalHitTemplateId:920937340;,1800,172800,Thu Apr 26 06:43:40 PDT 2018,,,3P59JYT76MIDM8HOST2NAXGQZ1UT2D,A1CF6U3GF7DZEJ,Approved,Tue Apr 17 12:08:07 PDT 2018,Tue Apr 17 12:13:21 PDT 2018,Thu Apr 19 12:13:21 PDT 2018,2018-04-19 19:13:48 UTC,,,314,99% (2166/2178),100% (30/30),100% (30/30),https://www.youtube.com/watch?v=LHt7msyiLsY,https://www.youtube.com/watch?v=KONL05sae4E,https://www.youtube.com/watch?v=VZ9lXgcYL50,https://www.youtube.com/watch?v=XutXCTwwmYc,https://www.youtube.com/watch?v=h6CcxJQq1x8,no,1,N/A,N/A,1,N/A,N/A,3,The man and woman stand on the porch of their new house.,0:23,3,The tanks show up to do battle.,0:13,1,N/A,N/A,,
38G0E1M85M3ZXSXMQ676SE3IBZ6UVK,34A9VSEXPEYBBWH75Y3DEAY3I3QJ97,Video Advertisement Climax Annotation (WARNING: This HIT may contain adult content. Worker discretion is advised.),"Annotate when the climax in a video ad occurs, using the format MM:SS.","video, advertisement, climax, intense moment",$0.25 ,Sun Apr 15 08:37:23 PDT 2018,4,BatchId:3195171;OriginalHitTemplateId:920937340;,1800,172800,Thu Apr 26 06:44:55 PDT 2018,,,352YTHGROWBXKD5GWD4MPTA08K0H4Q,A9V6FR3NG4YSL,Approved,Tue Apr 17 07:16:04 PDT 2018,Tue Apr 17 07:31:27 PDT 2018,Thu Apr 19 07:31:27 PDT 2018,2018-04-19 14:31:48 UTC,,,923,75% (6/8),75% (6/8),75% (6/8),https://www.youtube.com/watch?v=LjBIJGMum9A,https://www.youtube.com/watch?v=qw6_5t8XfSk,https://www.youtube.com/watch?v=cZTD62e566U,https://www.youtube.com/watch?v=nusZoYBbibo,https://www.youtube.com/watch?v=Nfh92hKLO6c,No,3,A boy and his father go hiking.,0:05,3,The group guys all laugh while eating Haribo fruit snacks.,0:02,3,A guy reviews the photos that were taken.,0:17,3,The sumo wrestlers walk off with the cooler of Pepsi,0:23,3,The man holds back both the women from beating each other up.,0:04,,
3UV0D2KX1MHBKXHHBLBKXO22OSVF4V,34A9VSEXPEYBBWH75Y3DEAY3I3QJ97,Video Advertisement Climax Annotation (WARNING: This HIT may contain adult content. Worker discretion is advised.),"Annotate when the climax in a video ad occurs, using the format MM:SS.","video, advertisement, climax, intense moment",$0.25 ,Sun Apr 15 08:37:25 PDT 2018,5,BatchId:3195171;OriginalHitTemplateId:920937340;,1800,172800,Thu Apr 26 06:45:26 PDT 2018,,,3X4MXAO0BHMMI9232OMZYPVXFHQRW2,A31JM9RECQGYEX,Approved,Mon Apr 16 04:18:03 PDT 2018,Mon Apr 16 04:30:41 PDT 2018,Wed Apr 18 04:30:41 PDT 2018,2018-04-18 11:30:48 UTC,,,758,100% (1/1),100% (1/1),100% (1/1),https://www.youtube.com/watch?v=lvVOtwezkXU,https://www.youtube.com/watch?v=KJXzkUH72cY,https://www.youtube.com/watch?v=q1x2Df4yveo,https://www.youtube.com/watch?v=AQ_XSHpIbZE,https://www.youtube.com/watch?v=OvfU1NpCJQQ,no comments,2,Dory tells everyone that we are trying to find Dory and we can save her.,N/A,3,They show them eating the burger.,0:53,2,The guys go back off the stage,N/A,2,They how the nike swoosh symbol,N/A,1,N/A,N/A,,
3LXX8KJXPW76NG0MRJQ11QMW2L09O7,34A9VSEXPEYBBWH75Y3DEAY3I3QJ97,Video Advertisement Climax Annotation (WARNING: This HIT may contain adult content. Worker discretion is advised.),"Annotate when the climax in a video ad occurs, using the format MM:SS.","video, advertisement, climax, intense moment",$0.25 ,Sun Apr 15 08:37:18 PDT 2018,4,BatchId:3195171;OriginalHitTemplateId:920937340;,1800,172800,Thu Apr 26 06:43:41 PDT 2018,,,3A4TN5196LG0FHIVPSA48RMO00KHCC,A20560K72HEL1C,Approved,Wed Apr 18 08:36:26 PDT 2018,Wed Apr 18 08:45:09 PDT 2018,Fri Apr 20 08:45:09 PDT 2018,2018-04-20 15:45:48 UTC,,,523,100% (17/17),100% (17/17),100% (17/17),https://www.youtube.com/watch?v=mcP_f1UEQVo,https://www.youtube.com/watch?v=-nYhixp7bXI,https://www.youtube.com/watch?v=xtJqw--DGl8,https://www.youtube.com/watch?v=8zOgbkg6Akw,https://www.youtube.com/watch?v=EIUSkKTUftU,No.,3,They showed their slogan over video of the traffic stop.,0:12,3,"They show their slogan over a shot of the product, stump, and ax.",0:27,3,They showed their slogan and logs over a shot of the driver's face.,0:47,2,They show their logo and slogan.,N/A,2,They show their logo and a slogan.,N/A,,
3T2EL38U0MIZ9OV09COJ6Y3EOP8XQL,34A9VSEXPEYBBWH75Y3DEAY3I3QJ97,Video Advertisement Climax Annotation (WARNING: This HIT may contain adult content. Worker discretion is advised.),"Annotate when the climax in a video ad occurs, using the format MM:SS.","video, advertisement, climax, intense moment",$0.25 ,Sun Apr 15 08:37:25 PDT 2018,5,BatchId:3195171;OriginalHitTemplateId:920937340;,1800,172800,Thu Apr 26 06:45:17 PDT 2018,,,3G5F9DBFOQVWEQOVG959YJADKX5HVV,A1BCQU4CUONYIX,Approved,Sun Apr 15 10:53:38 PDT 2018,Sun Apr 15 11:19:15 PDT 2018,Tue Apr 17 11:19:15 PDT 2018,2018-04-17 18:19:48 UTC,,,1537,100% (928/932),100% (15/15),100% (15/15),https://www.youtube.com/watch?v=mG4Di2nytAk,https://www.youtube.com/watch?v=TCKVc-y3Uak,https://www.youtube.com/watch?v=7QV-F7rlmtY,https://www.youtube.com/watch?v=GXru4Q7Lgxo,https://www.youtube.com/watch?v=aZSzMIFZT7Q,no,3,the runner turned into his real,0:24,3,the sandwich was shown complete,0.28,3,the man with the sad face end the interview,1:22,3,the woman hands clooney a item and walk off,0:40,3,the grandpa was seen with a girl on top of him,1:40,,
3T2EL38U0MIZ9OV09COJ6Y3EOP8XQL,34A9VSEXPEYBBWH75Y3DEAY3I3QJ97,Video Advertisement Climax Annotation (WARNING: This HIT may contain adult content. Worker discretion is advised.),"Annotate when the climax in a video ad occurs, using the format MM:SS.","video, advertisement, climax, intense moment",$0.25 ,Sun Apr 15 08:37:25 PDT 2018,5,BatchId:3195171;OriginalHitTemplateId:920937340;,1800,172800,Thu Apr 26 06:45:17 PDT 2018,,,386PBUZZXGVP9R7RQ56ONNSQ74BLJG,ALA2GUSIXFV9Z,Submitted,Thu Apr 19 08:24:23 PDT 2018,Thu Apr 19 08:41:15 PDT 2018,Sat Apr 21 08:41:15 PDT 2018,,,,1012,0% (0/0),0% (0/0),0% (0/0),https://www.youtube.com/watch?v=mG4Di2nytAk,https://www.youtube.com/watch?v=TCKVc-y3Uak,https://www.youtube.com/watch?v=7QV-F7rlmtY,https://www.youtube.com/watch?v=GXru4Q7Lgxo,https://www.youtube.com/watch?v=aZSzMIFZT7Q,no,3,"Annoucer says ""put yourself in Meb's shoes""",0:20,3,"Yellow screen that says ""goodmorning to breakfast""",0:24,2,"A white screen appears with the words ""ME massage envy""",N/A,3,words appear on a dark screen that says something in a forniegh language,0:23,2,A dark screen with the words Coming Soon appeared,N/A,,
3H1C3QRA01HM9NU09PXWY4TQ44XCEN,34A9VSEXPEYBBWH75Y3DEAY3I3QJ97,Video Advertisement Climax Annotation (WARNING: This HIT may contain adult content. Worker discretion is advised.),"Annotate when the climax in a video ad occurs, using the format MM:SS.","video, advertisement, climax, intense moment",$0.25 ,Sun Apr 15 08:37:21 PDT 2018,4,BatchId:3195171;OriginalHitTemplateId:920937340;,1800,172800,Thu Apr 26 06:44:33 PDT 2018,,,3TS1AR6UQRCAP4WT3LETPKIXI0BF7T,AH56J7I291XL7,Approved,Sun Apr 15 09:01:10 PDT 2018,Sun Apr 15 09:09:22 PDT 2018,Tue Apr 17 09:09:22 PDT 2018,2018-04-17 16:09:48 UTC,,,492,100% (9/9),100% (9/9),100% (9/9),https://www.youtube.com/watch?v=Ml54UuAoLSo,https://www.youtube.com/watch?v=__kJ7HsL10Y,https://www.youtube.com/watch?v=8nMOcw70RX8,https://www.youtube.com/watch?v=7MJu_aWn1nI,https://www.youtube.com/watch?v=onkxJLj0G7g,na,3,the audi drives away,0:50,3,the spot came out,0:00,3,the plane flys away,0:10,3,the antelope knocks itself out,0:11,3,live career comes up,n/a,,
3UEDKCTP9VOJJ6REEU0OGDEHNQ27K9,34A9VSEXPEYBBWH75Y3DEAY3I3QJ97,Video Advertisement Climax Annotation (WARNING: This HIT may contain adult content. Worker discretion is advised.),"Annotate when the climax in a video ad occurs, using the format MM:SS.","video, advertisement, climax, intense moment",$0.25 ,Sun Apr 15 08:37:25 PDT 2018,4,BatchId:3195171;OriginalHitTemplateId:920937340;,1800,172800,Thu Apr 26 06:45:20 PDT 2018,,,3O6CYIULEEZEY1UK6IH430IHLEMWUY,AH56J7I291XL7,Approved,Sun Apr 15 16:44:59 PDT 2018,Sun Apr 15 16:54:53 PDT 2018,Tue Apr 17 16:54:53 PDT 2018,2018-04-17 23:55:48 UTC,,,594,100% (9/9),100% (9/9),100% (9/9),https://www.youtube.com/watch?v=n4OAtMEXNfc,https://www.youtube.com/watch?v=ieSzsh4hJWI,https://www.youtube.com/watch?v=1lMxZNFripE,https://www.youtube.com/watch?v=lN2fuKPDzHA,https://www.youtube.com/watch?v=kQyAJv_Ordg,none,3,all of the toys are featured,0:01,3,a parade and the coke emblem are shown,0:03,3,call 1-800 sandals la grenada,0:25,2,stop and think before you click,na,3,they dance and say join the fight,0:25,,
3UEDKCTP9VOJJ6REEU0OGDEHNQ27K9,34A9VSEXPEYBBWH75Y3DEAY3I3QJ97,Video Advertisement Climax Annotation (WARNING: This HIT may contain adult content. Worker discretion is advised.),"Annotate when the climax in a video ad occurs, using the format MM:SS.","video, advertisement, climax, intense moment",$0.25 ,Sun Apr 15 08:37:25 PDT 2018,4,BatchId:3195171;OriginalHitTemplateId:920937340;,1800,172800,Thu Apr 26 06:45:20 PDT 2018,,,3UWN2HHPUZ38WUT2PCVHSGN28DGSNN,A1CF6U3GF7DZEJ,Approved,Tue Apr 17 13:30:45 PDT 2018,Tue Apr 17 13:40:10 PDT 2018,Thu Apr 19 13:40:10 PDT 2018,2018-04-19 20:40:48 UTC,,,565,99% (2166/2178),100% (30/30),100% (30/30),https://www.youtube.com/watch?v=n4OAtMEXNfc,https://www.youtube.com/watch?v=ieSzsh4hJWI,https://www.youtube.com/watch?v=1lMxZNFripE,https://www.youtube.com/watch?v=lN2fuKPDzHA,https://www.youtube.com/watch?v=kQyAJv_Ordg,no,3,"A black boy holds Spider Man, and all the figures in the series are shown.",0:05,3,The hero walks down the middle of the street in front of a parade.,0:53,2,Happy people are sitting outside drinking.,N/A,3,A message urges viewers to stop and think before using social media.,0:38,3,A happy little girl poses next to the product.,0:15,,
37YYO3NWHDO7CPAMDYR18GTNJSKCCU,34A9VSEXPEYBBWH75Y3DEAY3I3QJ97,Video Advertisement Climax Annotation (WARNING: This HIT may contain adult content. Worker discretion is advised.),"Annotate when the climax in a video ad occurs, using the format MM:SS.","video, advertisement, climax, intense moment",$0.25 ,Sun Apr 15 08:37:21 PDT 2018,5,BatchId:3195171;OriginalHitTemplateId:920937340;,1800,172800,Thu Apr 26 06:44:27 PDT 2018,,,3LBXNTKX0STV39B7ICIZ9N9AI6P9X7,AXE0P7KYOCPR7,Approved,Wed Apr 18 15:16:25 PDT 2018,Wed Apr 18 15:26:54 PDT 2018,Fri Apr 20 15:26:54 PDT 2018,2018-04-20 22:27:48 UTC,,,629,100% (45/45),100% (31/31),100% (31/31),https://www.youtube.com/watch?v=n9tSN0178Us,https://www.youtube.com/watch?v=8Ozc-h-29M0,https://www.youtube.com/watch?v=55BZ2gSsSmY,https://www.youtube.com/watch?v=36CSS3UIzxk,https://www.youtube.com/watch?v=1vtcf13zT08,No,3,"The man runs away from the police officers, still holding the tree branch",0:40,3,The woman licks burger sauce off of her fingers,0:20,3,The football player begins to burst through the crowd of other players trying to hold him back,0:44,3,The clips of various PS4 games are eclipsed by symbols representing the buttons on a Playstation controller,0:18,3,The banker presses a button on her desk and a tray with tea for two pops out,0:19,,
3EN4YVUOUCQIN1RNEM4A9XRSAUGXJU,34A9VSEXPEYBBWH75Y3DEAY3I3QJ97,Video Advertisement Climax Annotation (WARNING: This HIT may contain adult content. Worker discretion is advised.),"Annotate when the climax in a video ad occurs, using the format MM:SS.","video, advertisement, climax, intense moment",$0.25 ,Sun Apr 15 08:37:23 PDT 2018,4,BatchId:3195171;OriginalHitTemplateId:920937340;,1800,172800,Thu Apr 26 06:44:49 PDT 2018,,,3HQUKB7LNGCRWPTBBKO5JIJ4DPZHHP,A2JIRD49ODKGLH,Approved,Tue Apr 17 09:13:20 PDT 2018,Tue Apr 17 09:21:14 PDT 2018,Thu Apr 19 09:21:14 PDT 2018,2018-04-19 16:21:48 UTC,,,474,100% (6/6),100% (6/6),100% (6/6),https://www.youtube.com/watch?v=o_QWuyX8U18,https://www.youtube.com/watch?v=BDj1fYlwR00,https://www.youtube.com/watch?v=a3NQ7CA-8JY,https://www.youtube.com/watch?v=68O0z6lssfE,https://www.youtube.com/watch?v=HmRQvoMCfH4,some of the videos doesn't work,1,The video was not available.,0:00,3,the video talk about the PORTAL Project,0:48,3,its like a music video with a girl walking on different places,0:55,3,they are talking about trains and a political guy that is trying to change what Obama did,0:09,1,The video was not available.,0:00,,
3EN4YVUOUCQIN1RNEM4A9XRSAUGXJU,34A9VSEXPEYBBWH75Y3DEAY3I3QJ97,Video Advertisement Climax Annotation (WARNING: This HIT may contain adult content. Worker discretion is advised.),"Annotate when the climax in a video ad occurs, using the format MM:SS.","video, advertisement, climax, intense moment",$0.25 ,Sun Apr 15 08:37:23 PDT 2018,4,BatchId:3195171;OriginalHitTemplateId:920937340;,1800,172800,Thu Apr 26 06:44:49 PDT 2018,,,3X4JMASXCN76UCKTDK7ORFHPVPP0BA,A1BCQU4CUONYIX,Approved,Sun Apr 15 22:52:46 PDT 2018,Sun Apr 15 23:05:14 PDT 2018,Tue Apr 17 23:05:14 PDT 2018,2018-04-18 06:05:48 UTC,,,748,100% (928/932),100% (15/15),100% (15/15),https://www.youtube.com/watch?v=o_QWuyX8U18,https://www.youtube.com/watch?v=BDj1fYlwR00,https://www.youtube.com/watch?v=a3NQ7CA-8JY,https://www.youtube.com/watch?v=68O0z6lssfE,https://www.youtube.com/watch?v=HmRQvoMCfH4,no,1,n/a,n/a,3,all the man hold up their hands,0.55,2,the woman walk through touching the balls,n/a,3,it ends with the man and his wife and dog,0:25,1,n/a,n/a,,
